State,County,Population_Diversity_Index,Black_pop_perc
GA,Madison,27.7228,9.1
LA,East Carroll Parish,45.3534,68
HI,Hawaii,73.8772,0.8
OK,Pawnee,36.9299,0.8
LA,Madison Parish,48.9518,62.2
MN,Pine,18.7391,2.2
ND,Ward,25.7119,3.6
OK,Muskogee,61.2919,11.1
IN,Wells,8.5357,0.5
KY,Calloway,18.5419,3.9
PA,Luzerne,25.2392,4.6
NE,Sheridan,28.675,0.3
MO,Vernon,10.6156,0.7
NE,Greeley,6.8291,0.7
AR,Woodruff,44.3008,27.1
NC,Mitchell,12.8912,0.6
IN,Vigo,25.2152,7.1
AZ,Coconino,60.1825,1.6
KY,Graves,23.6716,4.7
MN,Traverse,15.4645,0.5
TN,Stewart,14.4836,2
PA,Berks,39.9805,6.5
KS,Saline,33.1579,3.5
IN,Clark,27.5753,7.3
TX,Kinney,51.4351,2
MN,Chisago,11.1807,1.3
KS,Linn,10.7987,0.7
GA,Randolph,49.6482,60.7
IN,Jennings,8.914,0.9
NY,Schenectady,40.1417,11.1
GA,Camden,46.0708,19.4
MI,Iosco,10.4258,0.6
ND,Emmons,5.6905,0.2
IN,Lawrence,7.6056,0.5
SD,McPherson,5.887,0.4
TN,Giles,26.1093,10.3
IL,Carroll,11.875,1.1
KY,Lee,7.7885,1.8
WI,Calumet,15.326,0.6
FL,Sumter,28.0056,8.7
VA,Bedford city,40.3331,20.1
NC,New Hanover,38.5173,14.6
MN,Rock,10.4126,0.8
OK,Grant,18.7002,1.4
MT,Lewis and Clark,15.5346,0.6
NM,Taos,54.7937,0.8
SC,Spartanburg,47.1425,20.9
WA,Clark,34.0824,2.1
NE,Cass,10.398,0.5
KY,Metcalfe,8.5421,1.8
TN,Scott,4.7267,0.3
TX,Gonzales,56.5984,7.7
IN,Gibson,10.98,2.1
VA,Clarke,22.9436,5.2
OH,Crawford,7.794,1
SC,Allendale,41.2457,72.9
NV,Eureka,32.1336,1.1
NC,Wilson,59.4718,39.6
KS,Pratt,19.898,1.4
PA,Cambria,13.6806,3.9
WA,Chelan,44.9488,0.9
IL,Greene,5.8846,1
OK,Johnston,45.7992,2
NE,Richardson,14.0654,0.3
VA,Carroll,9.8249,0.8
IA,Marion,9.6822,0.9
TX,Kleberg,43.945,4.4
TX,Brooks,18.4482,1
WV,Fayette,13.8268,4.6
KY,Knott,4.9164,0.9
MD,Dorchester,49.3641,28.1
NV,Washoe,52.1663,2.6
AL,Tuscaloosa,49.8631,30.7
MI,Saginaw,46.2977,19.3
KY,Caldwell,16.1283,5.4
MA,Bristol,26,4.4
NE,Chase,24.5393,0.2
AR,Randolph,9.1164,1
KY,Grant,10.0466,0.9
VA,Emporia city,50.3525,63.6
VA,Louisa,36.5537,17.2
NY,Steuben,11.546,1.6
KS,Rush,10.928,0.3
AL,Jackson,19.0698,3.4
WA,Lincoln,15.3527,0.3
KY,Henry,15.3383,2.9
WI,Waushara,18.5409,2.1
AR,Faulkner,32.2705,11.2
WI,Taylor,6.4516,0.4
WI,Green Lake,12.7258,0.6
MT,Broadwater,11.525,0.4
NH,Coos,8.5533,0.7
MT,Fallon,8.5577,0.2
OK,Logan,38.0116,9.2
CO,Delta,30.3982,0.7
MI,Ingham,46.0696,12.2
TX,Hemphill,46.6856,0.7
VA,Falls Church city,45.0661,4.9
NE,Loup,6.8142,1
KY,Crittenden,6.4635,0.9
AR,Dallas,53.4764,42.2
NE,Buffalo,21.4721,1
SD,Edmunds,7.4051,0.2
PA,Bedford,5.6908,0.6
ID,Teton,31.5348,0.3
IA,Taylor,16.1008,0.4
KS,Kearny,46.0697,0.8
TX,Panola,42.8968,16
ID,Adams,12.0523,0.2
AR,Calhoun,41.9252,21.5
VA,Franklin city,53.2569,56.4
WV,Jefferson,28.9276,6.9
CA,Humboldt,40.0875,1.3
NE,Holt,9.9753,0.2
TX,Webb,9.0279,0.7
LA,Natchitoches Parish,54.2471,41.4
MS,Harrison,50.7704,23.7
CO,Lake,50.6823,0.7
MI,Macomb,32.0937,10.5
MS,Itawamba,16.7412,6.5
IL,Grundy,21.8989,1.5
NE,Sioux,13.0779,0.1
SC,Lancaster,45.0722,23.2
OK,Pushmataha,43.3283,0.9
KY,Meade,20.5964,4
MN,Anoka,28.7773,5.1
WI,Jackson,24.0277,2.1
AR,Cleburne,9.2873,0.5
MN,Redwood,22.8122,0.7
KS,Hodgeman,18.3119,1.1
TX,Goliad,53.0362,5.5
GA,Gwinnett,70.2974,26.3
TX,Ward,55.4663,4.9
TX,Real,44.249,1
IL,Kendall,43.6344,6.2
CO,Pueblo,53.6856,2.5
TN,Lake,45.8456,28
MO,Phelps,19.9795,2.5
AR,Van Buren,12.2613,0.7
MO,Daviess,7.0282,0.6
VA,King and Queen,49.2199,27
CA,Alpine,49.1441,0.4
LA,Caddo Parish,55.0416,48
TX,San Jacinto,40.5581,10.5
TX,Reeves,40.4966,5.4
AK,Southeast Fairbanks Census Area,39.4359,1.5
MS,Rankin,39.1355,19.8
IA,Polk,35.2144,6.5
PA,Lebanon,26.4284,3.1
KS,Barber,12.0558,0.6
GA,Liberty,63.442,40.9
SC,Orangeburg,49.8248,62.3
ME,Penobscot,11.0057,0.9
FL,Alachua,54.7155,20.4
OK,Cimarron,37.4213,0.3
IA,Wapello,25.3317,2
WV,Calhoun,5.6892,0.3
MI,Mason,14.9496,0.8
TX,Burleson,50.5581,12.7
KS,Stafford,27.9369,0.6
CO,Adams,57.2274,3.5
IN,Fountain,8.5304,0.4
KY,McCracken,28.4596,11
IN,Marshall,20.9634,0.8
TX,Blanco,36.6097,1.3
MO,Cedar,9.1115,0.3
SD,Brookings,16.8155,1.5
NE,Hayes,10.3497,0.6
MD,Prince George's,52.6125,65.1
NY,Jefferson,30.5944,6.4
WI,Vilas,24.7636,0.3
TX,Shelby,53.4549,17.6
NC,Hertford,52.4716,59.7
ME,Hancock,8.7501,0.6
KS,Miami,12.9985,1.4
AR,Scott,28.2973,0.8
LA,St. Charles Parish,49.3778,26.4
TX,Live Oak,53.6361,4.8
PA,Allegheny,34.2197,13.3
TN,Shelby,57.2351,53.1
VA,Accomack,53.9878,28
MI,Kent,41.0927,10.3
OH,Greene,27.6693,7.3
IN,Jefferson,12.2701,2
MN,Carver,18.5187,1.5
AL,Greene,32.3523,80.2
NC,Onslow,50.5971,15.8
ME,Piscataquis,7.9928,0.5
IA,Wright,21.2086,0.7
LA,West Carroll Parish,33.54,15.9
MS,Lamar,39.8006,20.4
MI,Van Buren,31.6667,4.2
NM,Cibola,64.104,1.4
WI,Kewaunee,8.5386,0.4
ND,Ransom,8.1766,0.6
VA,Rappahannock,20.3971,4.7
NJ,Passaic,63.216,14.7
IL,McLean,34.064,7.7
WA,Grant,52.7542,1.8
SC,Berkeley,52.0264,25
KY,Hardin,39.5103,12.8
FL,Manatee,44.0223,9.3
NE,Dakota,58.7216,4.4
OK,Choctaw,56.1534,11
TX,Bexar,55.5597,8.2
LA,Lafourche Parish,38.278,13.5
NH,Grafton,16.0784,1.1
OH,Butler,29.8347,8
VA,Winchester city,49.3706,11.3
MS,Sharkey,42.6233,70.6
NC,Halifax,56.1931,53.1
KS,Graham,20.2161,4.4
IL,Fayette,14.3706,4.6
AR,Conway,31.7488,11.4
PA,McKean,12.0768,2.7
TN,Cannon,9.6809,1.5
GA,Seminole,49.8754,33.3
GA,Hancock,41.3422,72.6
TX,Duval,20.6504,1.4
ME,Cumberland,16.4462,2.8
MO,Dallas,9.2969,0.3
OH,Mercer,7.2207,0.4
NC,Chatham,45.5254,13.3
TX,Marion,44.5415,22
WV,Jackson,5.1137,0.5
SC,Horry,38.1018,13.7
VA,Appomattox,37.1659,19.9
IN,Perry,10.9643,2.9
AR,Fulton,7.794,0.5
IA,Adair,5.4921,0.2
MS,Tate,47.9879,30.9
PA,Montour,13.7328,1.7
IA,Poweshiek,13.5515,1.3
WI,Marquette,10.5865,0.6
IN,Starke,10.1855,0.5
IN,Posey,6.6524,1
MS,Hancock,26.5681,8.1
WA,Walla Walla,42.3472,2
NE,Morrill,28.9577,0.3
GA,Heard,26.7129,10.6
LA,Evangeline Parish,45.8428,28.5
OH,Wood,20.2235,2.7
PA,Mercer,17.1694,5.8
MO,Crawford,7.7916,0.4
MO,Dade,11.1572,0.5
AR,Lawrence,7.419,0.9
NE,Sherman,5.8723,0.2
KS,Ness,19.9684,0.7
TN,Chester,25.0819,9.3
TX,Llano,22.1817,1.2
CO,El Paso,46.5689,6.8
MO,Saline,32.7836,5.5
TX,Fort Bend,73.6427,21.2
IL,Jo Daviess,9.8303,0.5
IA,Franklin,23.4877,0.8
GA,Lamar,48.3283,31.2
KS,Osage,11.1531,0.5
LA,West Feliciana Parish,52.0745,45.9
ID,Valley,12.5654,0.3
ND,Stark,17.1436,1.4
WA,Stevens,23.4176,0.5
MT,Gallatin,13.9135,0.4
PA,Northumberland,12.6037,2.5
KS,Phillips,10.4032,0.5
NE,Jefferson,10.5692,0.5
NE,Gage,9.1125,0.5
MD,Queen Anne's,23.8473,6.9
AL,Franklin,35.4606,4.3
CA,Calaveras,30.5176,1
PA,Potter,5.6931,0.5
MN,Goodhue,14.1004,1.2
MI,Grand Traverse,13.7489,1.3
FL,Jefferson,52.6757,35.6
MI,Luce,35.5,11.1
CO,Jefferson,35.0192,1.3
TX,Young,34.0236,1.7
FL,Hendry,60.928,13.4
ND,McLean,19.1443,0.3
IA,Page,15.5363,2.5
SC,Charleston,51.4537,29
IA,Henry,20.9521,2.6
WV,Monongalia,19.9379,3.9
MN,Sibley,18.5178,0.5
KS,Trego,8.1665,0.6
OR,Clatsop,24.4208,0.8
CO,Boulder,36.0671,1.1
TX,Franklin,34.282,4.5
TN,Hamblen,30.6426,4.5
SD,Harding,12.0681,0.6
IA,Montgomery,10.0076,0.3
IN,Knox,12.8129,2.9
SD,Douglas,9.8457,0.5
TX,Stonewall,35.7273,4.1
KY,Jessamine,17.4957,3.4
IL,Saline,15.4973,4.1
MT,Lincoln,12.437,0.3
TX,Williamson,54.6895,6.7
TX,Harrison,52.897,22.4
AL,Wilcox,41.7309,71.2
SD,Minnehaha,27.6718,4.6
ND,Bottineau,13.5495,0.7
IA,Black Hawk,29.7434,8.9
FL,St. Johns,27.8438,5.7
UT,Davis,26.6785,1.4
KY,Elliott,9.8051,3.5
CA,San Francisco,67.9829,6
ID,Bonner,12.0744,0.3
SD,Buffalo,33.7185,0.5
LA,Sabine Parish,49.2445,16.8
WI,Racine,43.0525,11.6
AK,Dillingham Census Area,45.543,0.4
ID,Gooding,44.709,0.5
NE,Antelope,8.3197,0.3
IN,Dearborn,6.8452,0.7
TX,Moore,58.4092,2.7
MO,Iron,10.6124,1.6
OK,Kay,40.0622,2.2
MS,Union,35.1069,15
OR,Lane,29.183,1.1
MS,George,21.9504,8.5
MN,Hennepin,47.2869,12.4
VA,Prince George,56.9355,32.4
GA,Quitman,52.2013,47.4
CA,Sonoma,50.5207,1.9
OR,Morrow,50.1484,0.9
MI,Barry,9.853,0.5
NE,Thomas,8.5043,0.1
NE,Wheeler,4.1427,0
GA,Twiggs,52.0622,41.6
ND,Sioux,30.5306,0.2
MO,Stoddard,8.1735,1.1
TX,Rockwall,43.7303,6.1
MT,Daniels,12.2572,0.3
MI,Oceana,29.3995,0.7
OK,Washita,28.1305,1.1
NM,Otero,59.9061,4.1
WI,La Crosse,17.462,1.5
MI,Antrim,9.3,0.3
LA,Grant Parish,37.8466,15.7
MN,Scott,29.5255,3.3
FL,Dixie,25.7861,8.9
NY,New York,65.8205,18.4
IN,Lake,60.2447,25.5
IL,Ford,10.0249,0.9
AL,Shelby,36.0905,11.8
NE,Franklin,6.2549,0.2
MN,Winona,14.8223,1.4
IL,Kane,55.6089,6
PA,Bucks,25.7856,4
NY,Cayuga,17.073,4.4
WY,Hot Springs,15.1642,0.9
IA,Cerro Gordo,15.1364,1.3
SC,Lexington,39.4225,15.1
TX,Freestone,49.836,16.8
SC,Aiken,48.2243,25.1
MS,Benton,50.471,36.7
IL,Pike,8.3544,1.9
IA,Buchanan,6.457,0.4
IL,LaSalle,23.1321,2.2
NC,Clay,11.3242,1
NC,Union,42.8108,12.1
IN,Crawford,7.0281,0.5
NV,Lincoln,26.3549,3.5
GA,Bibb,54.6816,53.4
CA,Mono,48.2499,0.7
OK,Harper,35.2148,0.2
KS,Cowley,33.2519,2.9
TX,Titus,59.568,10.3
TX,Hunt,42.4854,8.4
VA,Amelia,42.0531,22.3
AL,Marengo,52.855,51.1
NC,Vance,56.6401,50.7
TN,Morgan,12.9545,3.9
OR,Harney,21.758,0.5
AL,Lee,47.5562,23.5
OH,Cuyahoga,53.7606,30.2
KY,Bourbon,26.8435,6.2
IN,Delaware,22.4858,7.1
TX,Bosque,33.9355,2
TX,Reagan,47.3889,3.4
IA,Allamakee,15.9016,1.5
MI,Berrien,40.1358,15.4
UT,Millard,27.8008,0.7
ME,Franklin,7.6098,0.4
OK,Hughes,53.108,5.7
UT,Juab,13.6421,0.5
GA,Dooly,56.3911,49.9
MN,Roseau,12.8294,0.4
MO,Andrew,10.0426,0.8
OR,Jackson,30.4168,0.8
PA,Cumberland,22.1518,3.7
NC,Polk,21.6658,4.5
NJ,Mercer,64.2078,21.1
FL,Gadsden,57.2044,55.4
TX,Nolan,53.1194,5.3
GA,Charlton,50.976,32.3
CO,Prowers,49.3042,0.7
LA,Ascension Parish,45.5234,22.8
OH,Allen,31.4216,12.3
NE,Phelps,13.0468,0.5
PA,Juniata,9.0795,0.7
TX,Bowie,50.6452,24.5
AK,Northwest Arctic Borough,35.4752,0.7
OR,Union,19.2409,0.6
IL,Fulton,14.5688,3.9
IL,Tazewell,10.7969,1.3
CA,San Benito,52.7412,1.3
OR,Yamhill,36.1561,1
NY,Oneida,29.2515,6.7
MT,Chouteau,38.2516,0.2
IL,Stephenson,28.0244,9.5
TN,Robertson,27.9409,7.8
TN,Williamson,25.6363,4.6
MO,Polk,11.3658,0.9
KY,Daviess,19.0036,4.9
OH,Lake,19.031,3.8
OK,Woodward,32.7965,2
GA,Spalding,52.574,33.3
LA,Cameron Parish,13.1634,2.1
KY,Letcher,4.1441,0.5
GA,Hall,53.0604,8.1
ID,Cassia,42.045,0.6
KY,Clay,14.0102,4.4
TX,Lamb,54.2523,5.1
TN,Fentress,5.69,0.4
AL,Houston,47.0455,26.4
PA,Indiana,11.5298,2.7
KS,Montgomery,34.4734,5.7
VA,Richmond,52.8257,30.5
IA,Washington,14.8795,0.9
TX,Travis,62.3218,8.9
CA,Merced,57.6306,4.2
AL,Choctaw,50.622,42.7
MI,Isabella,24.7361,2.6
AR,Saline,23.5541,6.1
AR,Lonoke,23.3967,6.1
MS,DeSoto,47.1287,24.1
KY,Hopkins,20.4329,6.8
TN,Knox,29.5642,9.1
MS,Claiborne,26.3893,84.7
AK,Aleutians East Borough,73.8867,7.7
WI,Polk,8.5499,0.3
NM,Valencia,52.5894,1.6
MD,Harford,37.1149,13.2
MS,Tippah,37.4404,16.4
GA,Gordon,35.3858,4.4
NC,Greene,61.5762,36.5
MI,Clinton,17.9999,1.9
MI,Jackson,26.3773,8.3
NJ,Morris,43.6011,3.5
MT,Wheatland,11.5222,0.4
WV,Harrison,10.4274,1.7
MS,Oktibbeha,53.302,36.9
MS,Grenada,51.4755,42.2
MN,Beltrami,41.3556,0.7
WI,Jefferson,17.9506,1
NC,Stokes,16.0081,4.2
IL,Schuyler,11.4904,3.3
IN,Whitley,7.9802,0.4
LA,Orleans Parish,53.8532,60.1
NY,Monroe,44.7941,16
NC,Graham,21.4288,0.4
VA,Arlington,55.2435,8.9
TN,Sevier,16.8441,1.2
NE,Knox,23.6698,0.2
IL,McHenry,30.0237,1.4
IN,Grant,25.6443,7.2
AL,Jefferson,55.4916,42.8
SC,Georgetown,49.5749,32.8
IL,DuPage,49.2293,5.1
GA,Appling,46.6746,19.6
SC,Hampton,53.8618,53.7
AK,Petersburg Census Area,50.1683,0.7
TX,Foard,38.9537,4.9
MS,Stone,36.7921,19.7
MS,Webster,35.5644,19.7
WA,Kittitas,27.049,1.1
MO,Pettis,25.5723,3.3
SD,Turner,8.533,0.5
MN,Douglas,6.844,0.5
SD,Charles Mix,49.1125,0.4
LA,Caldwell Parish,34.7391,17.1
IA,Scott,32.0234,7.4
CO,Dolores,19.3724,0.3
KY,Monroe,12.2385,2.4
OH,Morgan,13.687,2.9
AL,Coosa,47.498,31.3
CA,Amador,34.0126,2.1
WA,Kitsap,37.9431,3
MN,Cottonwood,21.9474,0.9
ND,Nelson,10.2316,0.5
WA,Asotin,16.414,0.6
TN,Haywood,54.3823,50.1
UT,Wasatch,27.0605,0.4
GA,Bulloch,49.7338,28.9
NC,Hyde,53.7389,30
MO,Butler,19.6844,5.5
VA,Scott,6.0748,0.8
MI,Ogemaw,8.7349,0.3
SC,Newberry,53.4485,31.2
NC,Alexander,22.7105,5.8
NM,Sandoval,63.4152,2.6
KS,Finney,57.1327,3.1
TX,Brown,41.4858,3.6
ID,Lewis,24.6793,0.4
NY,Chemung,24.0206,6.8
WI,Iowa,7.2196,0.5
CO,Alamosa,54.3385,1.8
NC,Chowan,51.1982,34.4
TX,Sutton,48.357,0.9
CO,Weld,46.5316,1.3
MI,Oakland,43.0307,14.4
OH,Sandusky,26.0232,3.1
ND,Cavalier,7.0329,0.4
LA,Rapides Parish,51.4326,32
AR,Jackson,36.4975,17.4
MN,Watonwan,38.5675,1.5
MS,Issaquena,47.1441,64.2
VA,Charlotte,46.4137,29.6
NE,Deuel,13.5697,0.3
GA,Candler,52.841,24.6
ND,Foster,6.6502,0.4
MO,Putnam,5.5006,0.3
GA,Habersham,35.9584,4
KS,Leavenworth,35.4433,9.8
NJ,Atlantic,60.2527,17.3
SD,Perkins,7.7936,0.3
IL,Monroe,6.4553,0.3
NJ,Gloucester,34.4602,10.6
GA,Walker,15.662,4.4
ID,Bingham,40.5175,0.5
TX,Caldwell,57.378,7.1
GA,Franklin,27.6935,9.2
LA,Vernon Parish,47.2444,14.7
PA,Wyoming,8.1702,0.9
MI,Eaton,28.756,7
SD,Brule,26.2171,0.5
NC,Richmond,56.2048,31
TN,Macon,13.5992,0.7
CA,Colusa,52.7825,1.2
MD,Allegany,22.3516,8.2
TX,Upton,53.3817,2.6
MI,Chippewa,46.6258,6.8
TN,Wilson,24.2084,6.7
NE,Nance,7.5787,0.3
KS,Rooks,8.5294,0.5
TN,Humphreys,12.8106,2.8
KY,Bell,10.4157,2.4
CA,Modoc,37.2207,1.1
ID,Twin Falls,31.3449,0.7
ID,Bannock,25.951,0.8
GA,Cook,50.0979,27.7
AR,Craighead,35.8512,14
WA,Whatcom,34.2034,1.2
MN,Mower,30.8787,3.3
MT,Golden Valley,15.2897,0.3
VA,Bland,10.1856,3.5
KS,Grant,51.7834,0.8
FL,Escambia,51.0463,22.8
GA,Bryan,41.8272,15.2
WI,Grant,8.1759,1.2
KY,Livingston,7.222,0.6
OH,Darke,6.843,0.6
MT,Big Horn,48.8617,0.4
MS,Marion,47.2884,32.5
AR,Cross,40.5818,22.8
MO,Scott,27.8265,11.7
MO,Jefferson,9.4983,1
WV,Mason,6.0797,0.8
IL,Peoria,45.2343,18
NE,Butler,8.7044,0.4
MO,Holt,6.4656,0.2
IN,Pike,5.6939,0.6
MN,Wright,12.8245,1.1
WV,Braxton,4.9209,0.6
TX,Atascosa,48.3069,1.2
IN,Martin,4.9201,0.2
TX,Sherman,51.2615,0.9
SC,York,44.2307,19.4
OR,Grant,14.7755,0.3
MT,Wibaux,10.7824,0.1
MS,Jasper,51.4829,52.2
OK,Pontotoc,49.8411,2.5
MN,Washington,27.7916,4.2
ND,Eddy,15.6679,0.2
IN,Ohio,5.881,0.5
MS,Pearl River,31.3688,12.6
SD,Hughes,29.0244,1.3
TX,Hamilton,24.2211,0.9
MO,Audrain,22.1504,6.9
MO,Ralls,8.1765,1.2
IN,Pulaski,10.0371,0.8
FL,Bradford,39.8624,19.3
TX,Kimble,41.435,0.5
TX,Borden,30.1148,0.6
NC,Macon,19.2172,1.7
ID,Latah,18.1884,0.8
PA,Philadelphia,64.9776,44.2
KS,Osborne,7.0233,0.3
ID,Kootenai,16.3844,0.4
CA,Nevada,25.2753,0.5
MO,St. Louis,47.8893,23.7
CO,Fremont,34.6081,4
WA,Skagit,39.2359,0.9
UT,Tooele,28.449,0.8
MI,Gratiot,23.8268,5.8
NH,Carroll,7.8,0.5
MI,Menominee,12.0755,0.5
WI,Pierce,9.4973,0.6
SC,Barnwell,53.8596,44.2
OK,Marshall,50.5987,1.9
IN,Parke,9.8485,2.6
WA,Pend Oreille,20.0594,0.6
PA,Westmoreland,10.7905,2.5
WA,Snohomish,44.8191,3
KY,Lewis,3.9489,0.4
IL,Marshall,9.8291,0.5
SD,Custer,17.4869,0.7
WV,Hardy,14.9613,2.8
NV,Mineral,52.2881,4.6
CO,Logan,37.3074,4.2
TX,Trinity,35.9469,9.6
TX,Willacy,22.6106,2.6
NE,Scotts Bluff,40.1652,0.8
MD,Frederick,39.7456,9.1
VA,Washington,8.1722,1.5
CO,Eagle,45.6385,1
OK,Wagoner,45.1123,3.9
CO,Hinsdale,14.2369,0.5
TN,Lincoln,22.8144,7
IA,Johnson,32.4639,5.5
VA,Staunton city,31.4582,12.2
CO,Mesa,30.1108,0.9
TN,Anderson,18.5338,4.2
NM,Santa Fe,54.7292,1.1
SD,Lyman,52.1018,0.5
OH,Defiance,23.4954,2.1
VA,Wise,15.042,5.4
FL,Leon,55.9992,31.4
MT,Phillips,26.7673,0.1
PA,Centre,23.2919,3.4
AR,Yell,38.6886,1.9
MN,Chippewa,17.7815,0.7
IL,Clark,6.0741,0.5
WV,Wyoming,4.9175,0.7
VA,Brunswick,51.8314,56.1
OK,Stephens,32.7108,2.1
MI,Lenawee,23.0725,2.8
TX,Andrews,52.9877,2.1
MN,Nobles,52.7814,4
TX,Ochiltree,52.2061,0.9
TX,Wilson,51.243,1.8
AL,Tallapoosa,44.9672,27.1
IN,Fulton,14.3612,0.8
FL,Walton,28.4614,5.9
KS,McPherson,14.7826,1.2
GA,Coweta,44.2433,18
NY,Dutchess,43.6062,10.9
MI,Manistee,19.4449,3.3
FL,Hillsborough,62.6423,17.4
IN,Marion,57.2081,27.6
NM,Chaves,53.1654,2.6
GA,Fayette,51.2896,21.4
NE,Fillmore,10.5533,0.7
KY,Taylor,17.4141,5
TX,Grimes,56.7388,16.5
KY,Green,10.4155,2.2
IN,Jay,8.8917,0.4
VA,Buena Vista city,20.7597,5.3
RI,Providence,51.9916,11.1
UT,Duchesne,26.0286,0.6
IN,Fayette,7.791,1.6
IL,Clay,7.2261,0.5
WI,Buffalo,7.0175,0.4
WV,Morgan,7.4147,0.8
KY,Kenton,19.8848,4.9
