"word","freq"
"wound",4
"wreck",4
"wrecked",4
"wrong",4
"abdelaziz",3
"abducted",3
"acted",3
"action",3
"administrative",3
"advance",3
"ago",3
"aid",3
"ailstock",3
"alan",3
"albert",3
"alert",3
"alexandria",3
"alleyway",3
"allowed",3
"altice",3
"ambulance",3
"ambury",3
"announcing",3
"answer",3
"answering",3
"apparent",3
"appears",3
"arthur",3
"assisted",3
"assisting",3
"associate",3
"attorney",3
"attorneys",3
"atv",3
"auburn",3
"augustine",3
"aurora",3
"aware",3
"axe",3
"babcock",3
"bahr",3
"ball",3
"baranishyn",3
"barn",3
"barrus",3
"barstad",3
"baton",3
"battled",3
"battles",3
"beanbag",3
"becker",3
"believe",3
"bell",3
"belligerent",3
"belsar",3
"belt",3
"berger",3
"best",3
"bipolar",3
"bleeding",3
"blue",3
"boat",3
"bohning",3
"bolger",3
"bossinger",3
"bottle",3
"brazeau",3
"breakdown",3
"breakins",3
"brickman",3
"brookville",3
"buel",3
"buffalo",3
"burglaries",3
"burning",3
"bush",3
"butte",3
"byron",3
"calaway",3
"calling",3
"calm",3
"cameron",3
"camper",3
"campus",3
"carl",3
"carlstrom",3
"carnes",3
"carras",3
"carried",3
"cash",3
"central",3
"challenged",3
"chapman",3
"chappell",3
"chesser",3
"christen",3
"circumstances",3
"claude",3
"clerks",3
"climbed",3
"climbing",3
"club",3
"collection",3
"commission",3
"committed",3
"common",3
"communication",3
"community",3
"complaints",3
"compo",3
"concealed",3
"containing",3
"conti",3
"controlled",3
"cooperative",3
"cornered",3
"corporal",3
"correction",3
"corrections",3
"countryman",3
"courthouse",3
"crews",3
"crutcher",3
"cude",3
"cummins",3
"curtis",3
"cvs",3
"dakota",3
"danny",3
"dark",3
"darrell",3
"dattilo",3
"davidson",3
"deen",3
"del",3
"depression",3
"derek",3
"derrick",3
"detain",3
"detention",3
"devices",3
"diego",3
"dirt",3
"dodd",3
"dollar",3
"domine",3
"don",3
"dorcelian",3
"double",3
"doyle",3
"dressed",3
"dropped",3
"dujanovic",3
"dunham",3
"durham",3
"eagle",3
"earl",3
"edmonds",3
"elementary",3
"elswick",3
"eluding",3
"ems",3
"ending",3
"engebretson",3
"english",3
"establish",3
"even",3
"execute",3
"explosives",3
"extended",3
"ezell",3
"facebook",3
"fake",3
"fall",3
"faries",3
"farris",3
"feared",3
"felch",3
"fellow",3
"ferry",3
"finally",3
"firefight",3
"firefighters",3
"fischer",3
"flash",3
"flat",3
"forcing",3
"forest",3
"forgy",3
"fourth",3
"fowler",3
"franklin",3
"free",3
"french",3
"funk",3
"furlong",3
"gabriel",3
"gagnier",3
"garner",3
"garrett",3
"gebauer",3
"geneva",3
"gibbon",3
"gilbert",3
"girls",3
"gmc",3
"goodale",3
"gordon",3
"gossman",3
"grab",3
"grabbing",3
"grant",3
"greenville",3
"gunderman",3
"hadden",3
"hagstrom",3
"halfhour",3
"hammond",3
"harry",3
"heading",3
"heed",3
"heights",3
"helping",3
"henley",3
"herckt",3
"heroin",3
"hid",3
"highrise",3
"highrisk",3
"hirko",3
"hoback",3
"hobbs",3
"hold",3
"hole",3
"hollow",3
"holmgren",3
"hopped",3
"hourslong",3
"howell",3
"however",3
"huffines",3
"hunter",3
"huskey",3
"hyundai",3
"illegal",3
"included",3
"indian",3
"infant",3
"intent",3
"interaction",3
"internal",3
"irate",3
"issue",3
"issues",3
"jacksonville",3
"jake",3
"jarvis",3
"jasper",3
"jean",3
"jimmie",3
"jonathon",3
"josh",3
"jumping",3
"junction",3
"kaiser",3
"kalamazoo",3
"kemp",3
"kicked",3
"kidnapped",3
"kiefer",3
"kings",3
"knew",3
"know",3
"ladd",3
"lafon",3
"lakes",3
"landlord",3
"lanes",3
"lanham",3
"larry",3
"lauro",3
"layton",3
"leroy",3
"listen",3
"loudspeaker",3
"luttrell",3
"macon",3
"madewell",3
"mall",3
"manchester",3
"maneuver",3
"many",3
"marc",3
"marcus",3
"marked",3
"maroon",3
"mary",3
"massey",3
"matt",3
"mbn",3
"mcdaniel",3
"mcginnis",3
"mcgowan",3
"mcjunkin",3
"mckenney",3
"mckenzie",3
"mcmillan",3
"median",3
"meehan",3
"messmer",3
"metro",3
"mexico",3
"mike",3
"minnick",3
"monday",3
"montana",3
"moody",3
"morrow",3
"morse",3
"motion",3
"mountain",3
"mph",3
"music",3
"musquiz",3
"musser",3
"musulman",3
"myers",3
"nampa",3
"natural",3
"needham",3
"neither",3
"nickol",3
"nissan",3
"nonlife",3
"norquest",3
"northern",3
"northglenn",3
"northwest",3
"note",3
"novak",3
"now",3
"nye",3
"oakes",3
"oakley",3
"obannon",3
"objects",3
"odessa",3
"oliger",3
"ongoing",3
"orlando",3
"owyhee",3
"palm",3
"palma",3
"papa",3
"parsley",3
"patterson",3
"peacefully",3
"pendergrass",3
"pending",3
"pennsylvania",3
"period",3
"personnel",3
"persons",3
"petition",3
"pharmacy",3
"pick",3
"pickard",3
"pigg",3
"pine",3
"pit",3
"pizza",3
"plain",3
"plainclothes",3
"plant",3
"plates",3
"pleasant",3
"polk",3
"pope",3
"port",3
"posed",3
"post",3
"preliminary",3
"presence",3
"preston",3
"prior",3
"punched",3
"punching",3
"quentin",3
"race",3
"radioed",3
"ramirez",3
"ramsey",3
"random",3
"randomly",3
"rasmussen",3
"real",3
"realized",3
"recovered",3
"registered",3
"reid",3
"relation",3
"remote",3
"resources",3
"restraining",3
"restroom",3
"retired",3
"retreating",3
"richmond",3
"riddle",3
"ridgeway",3
"riedmann",3
"riverside",3
"roadblock",3
"rocks",3
"rodriguez",3
"roof",3
"rose",3
"rosser",3
"rosso",3
"ruble",3
"rupert",3
"sabater",3
"safely",3
"salisbury",3
"salon",3
"salt",3
"samurai",3
"santa",3
"sapulpa",3
"schultz",3
"schwalm",3
"searched",3
"seated",3
"seconds",3
"selfinflicted",3
"seneca",3
"separated",3
"seth",3
"severely",3
"sexton",3
"shaw",3
"shore",3
"shoupe",3
"shovel",3
"sicced",3
"sidewalk",3
"sight",3
"sign",3
"siler",3
"simmons",3
"since",3
"slow",3
"smyth",3
"snider",3
"snipers",3
"snyder",3
"somehow",3
"sounded",3
"southbound",3
"spikes",3
"spree",3
"stacy",3
"stairwell",3
"starke",3
"stated",3
"statement",3
"steal",3
"stealing",3
"steward",3
"stiles",3
"stirewalt",3
"stone",3
"stormed",3
"stout",3
"stow",3
"streets",3
"stress",3
"strike",3
"string",3
"students",3
"subdivision",3
"success",3
